label,text,length,clean_text
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,love decision feeling could decide love life would much simpler less magical
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",122,hot live fantasies call per min ntt ltd po box croydon cr wb national rate call
0,K.i did't see you.:)k:)where are you now?,41,see
0,So i'm doing a list of buyers.,30,list buyers
0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",157,idea guess work hour supposed leave since usual nobody interest figuring shit last second
0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,71,mm entirely sure understood text hey ho weekend
0,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,112,released vday shirts put makes bottom half naked instead white underwear
0,Don know..he is watching film in computer..,43,know watching film computer
0,No b4 Thursday,14,thursday
0,"Oh, then your phone phoned me but it disconnected",49,oh phone phoned disconnected
0,Id onluy matters when getting on from offcampus,47,id onluy matters getting offcampus
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,134,message free welcome new improved sex dogging club unsubscribe service reply stop msgs
0,"Excellent, I'll see what riley's plans are",42,excellent see riley plans
0,I will see in half an hour,26,see half hour
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",110,tkts euro cup final cash collect call pobox ppm
0,Ew are you one of them?,23,ew one
0,Also hi wesley how've you been,30,also hi wesley
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,108,ah see lingo let know wot earth finished making
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,loan purpose homeowners tenants welcome previously refused still help call free text back help
1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,110,update mths half price orange line rental mins call mobileupd call optout
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,imagine life without see fast searching worry always disturb goodnoon
0,"Hm good morning, headache anyone? :-)",37,hm good morning headache anyone
0,Yeah no probs - last night is obviously catching up with you... Speak soon ,75,yeah probs last night obviously catching speak soon
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,152,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgd per day txt stop exit msg free
0,I might go 2 sch. Yar at e salon now v boring.,46,might go sch yar salon boring
0, &lt;#&gt;  mins but i had to stop somewhere first.,51,lt gt mins stop somewhere first
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",461,lt gt fast approaching wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing raj
0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,127,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting
0,I didn't get the second half of that message,44,get second half message
0,Wat time do u wan 2 meet me later?,34,wat time wan meet later
0,I thank you so much for all you do with selflessness. I love you plenty.,72,thank much selflessness love plenty
0,Am in film ill call you later.,30,film ill call later
0,How dare you change my ring,27,dare change ring
0,You are a very very very very bad girl. Or lady.,48,bad girl lady
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,90,love ya try budget money better babe gary would freak knew
0,"What part of ""don't initiate"" don't you understand",50,part initiate understand
0,I finished my lunch already. U wake up already?,47,finished lunch already wake already
0,You still at the game?,22,still game
0,You have got tallent but you are wasting.,41,got tallent wasting
0,What is your record for one night? :),37,record one night
0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173,also sir sent email log usc payment portal send another message explain things back home great weekend
0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,95,gon na let know cos comes bak holiday day coming get text number
0,Jokin only lar... :-) depends on which phone my father can get lor...,69,jokin lar depends phone father get lor
0,"Aight, lemme know what's up",27,aight lem know
0,Get ready for  &lt;#&gt;  inches of pleasure...,47,get ready lt gt inches pleasure
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,raji pls favour pls convey birthday wishes nimya pls today birthday
0,;-) ok. I feel like john lennon.,32,ok feel like john lennon
0,Cos darren say ü considering mah so i ask ü...,46,cos darren say considering mah ask
0,You are not bothering me but you have to trust my answers. Pls.,63,bothering trust answers pls
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,wishing family merry mas happy new year advance
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,295,one day crab running sea shore waves came cleared footprints crab crab asked frnd clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets dwn gud nyt
0,Aight what time you want me to come up?,39,aight time want come
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,120,slaaaaave must summon time wish come anymore
0,Your bill at 3 is £33.65 so thats not bad!,42,bill thats bad
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,169,let know changes next hrs even appendix age range however impossible chill let know hrs
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",101,hello yeah got bath need hair come done yeah
0,So how's the weather over there?,32,weather
0,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",150,ok much though friday cant wait dunno wot hell im gon na another weeks become slob oh wait already done
0,Die... Now i have e toot fringe again...,40,die toot fringe
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,85,lol know awesome phone could click delete right want
0,Ok,2,ok
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",131,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
0,Please leave this topic..sorry for telling that..,49,please leave topic sorry telling
0,Pls send me the correct name da.,32,pls send correct name da
0,What happened to our yo date?,29,happened yo date
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,eastenders tv quiz flower dot compare violet tulip lily txt chance win cash wkent
0,Webpage s not available!,24,webpage available
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,74,woke yeesh late fall asleep til lt gt
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,141,unsubscribed services get tons sexy babes hunks straight phone go http gotbabes co uk subscriptions
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",242,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details
0,K..k...from tomorrow onwards started ah?,40,tomorrow onwards started ah
0,What u talking bout early morning? It's almost noon where your at!,66,talking bout early morning almost noon
0,Fine. Do you remember me.,25,fine remember
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",147,hi babe jordan im home abroad lonely text back wan na chat xxsp visionsms com text stop stopcost
0,Ok. How many should i buy.,26,ok many buy
0,"Sounds good, keep me posted",27,sounds good keep posted
1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121,get brand new mobile phone agent mob plus loads goodies info text mat
0,Ok. So april. Cant wait,23,ok april cant wait
0,Boy you best get yo ass out here quick,38,boy best get yo ass quick
0,Ay wana meet on sat?ü wkg on sat?,33,ay wana meet sat wkg sat
